startToncepts
numberOfEntities,3
5;
0,1,33,55;6,9,28,44;9,23,29,44;23,41,28,44;41,50,29,44;50,68,28,44;
7;
0,1,31,55;12,13,28,44;12,18,10,6;12,21,1,1;12,28,19,41;12,28,25,43;12,35,15,39;12,41,24,42;13,14,6,4;13,21,4,2;13,41,29,44;17,18,5,3;28,29,8,4;28,29,12,6;28,41,20,41;28,68,26,43;29,30,10,6;31,33,4,2;31,33,12,6;31,35,1,1;31,54,5,3;33,38,10,6;35,68,13,39;37,38,1,1;38,49,12,6;41,42,9,5;41,68,16,40;41,68,19,41;41,68,23,42;41,68,30,44;44,46,2,1;44,50,4,2;45,46,7,4;45,46,9,5;48,49,2,1;49,50,3,1;49,51,10,6;51,52,12,6;52,54,4,2;52,54,10,6;
8;
5,6,2,1;5,6,10,6;23,66,22,42;23,68,18,40;23,68,20,41;
